IsCanceled,LeadTime,arrival_date,StaysInWeekendNights,StaysInWeekNights,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,CustomerType,ADR,TotalOfSpecialRequests
1,608,2017-03-09,0,2,0,0,A,A,0,Non Refund,Transient,62,0
1,608,2017-03-09,0,2,0,0,A,A,0,Non Refund,Transient,62,0
1,241,2017-03-09,0,3,0,0,A,A,0,No Deposit,Transient,79.2,0
1,112,2017-03-09,0,3,0,0,A,A,0,No Deposit,Transient,93.6,1
1,241,2017-03-09,0,3,0,0,A,A,0,No Deposit,Transient,84.6,0
1,93,2017-03-09,0,3,0,0,A,A,0,No Deposit,Transient,115.2,2
1,241,2017-03-09,0,3,0,0,A,A,0,No Deposit,Transient,79.2,0
1,241,2017-03-09,0,3,0,0,A,A,0,No Deposit,Transient,84.6,0
1,241,2017-03-09,0,3,0,0,A,A,0,No Deposit,Transient,84.6,0
1,241,2017-03-09,0,3,0,0,A,A,0,No Deposit,Transient,79.2,0
1,63,2017-03-09,1,3,0,0,E,E,0,No Deposit,Transient,117.3,2
1,12,2017-03-10,0,1,0,0,A,A,0,No Deposit,Transient,98,0
1,81,2017-03-10,0,1,0,0,A,A,0,No Deposit,Transient,79.2,1
1,65,2017-03-10,0,1,0,0,A,A,0,No Deposit,Transient,97.2,0
1,51,2017-03-10,0,2,0,0,D,D,0,No Deposit,Transient,106.2,0
1,260,2017-03-10,0,2,0,0,A,A,0,No Deposit,Transient,90,0
1,66,2017-03-10,1,2,0,0,A,A,0,No Deposit,Transient-Party,80,0
1,56,2017-03-10,1,2,0,0,A,A,0,No Deposit,Transient,97.2,0
1,175,2017-03-10,1,2,0,0,A,A,0,No Deposit,Transient,93.6,0
1,38,2017-03-10,1,2,0,0,D,D,0,No Deposit,Transient,118,0
1,113,2017-03-10,2,2,0,0,A,A,0,No Deposit,Transient,88.4,2
1,166,2017-03-10,2,2,0,0,A,A,0,No Deposit,Transient,88.4,0
1,72,2017-03-11,1,1,0,0,A,A,0,No Deposit,Transient,97.2,0
1,127,2017-03-11,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,127,2017-03-11,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,144,2017-03-11,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,127,2017-03-11,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,127,2017-03-11,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,127,2017-03-11,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,127,2017-03-11,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,12,2017-03-11,1,1,0,0,D,D,0,No Deposit,Transient,123,0
1,46,2017-03-11,2,1,0,0,D,D,0,No Deposit,Transient,106.2,0
1,15,2017-03-11,2,1,0,0,D,D,0,No Deposit,Transient,121.33,0
1,207,2017-03-11,2,1,0,0,A,A,0,No Deposit,Transient,90,1
1,34,2017-03-11,2,1,0,0,D,D,0,No Deposit,Transient,159.33,0
1,56,2017-03-12,1,0,0,0,A,A,0,No Deposit,Transient,88.2,1
1,25,2017-03-12,1,0,0,0,A,A,0,Non Refund,Transient,90,0
1,25,2017-03-12,1,0,0,0,A,A,0,Non Refund,Transient,90,0
1,30,2017-03-12,2,1,0,0,A,A,0,No Deposit,Transient,128,0
1,193,2017-03-12,2,1,0,0,A,A,0,No Deposit,Transient,79.2,0
1,18,2017-03-12,2,2,0,0,D,D,0,No Deposit,Transient,102.43,0
1,37,2017-03-12,2,2,0,0,A,A,0,No Deposit,Transient,76.93,1
1,11,2017-03-13,1,0,0,0,A,A,1,No Deposit,Transient-Party,105,0
1,52,2017-03-13,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,52,2017-03-13,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,52,2017-03-13,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,52,2017-03-13,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,52,2017-03-13,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,52,2017-03-13,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,52,2017-03-13,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,52,2017-03-13,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,52,2017-03-13,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,52,2017-03-13,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,52,2017-03-13,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,20,2017-03-13,1,1,0,0,A,A,0,No Deposit,Transient-Party,178,0
1,11,2017-03-13,1,1,0,0,A,A,0,No Deposit,Transient-Party,105,0
1,52,2017-03-13,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,52,2017-03-13,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,52,2017-03-13,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,105,2017-03-13,1,1,0,0,A,A,0,Non Refund,Transient,80,0
1,190,2017-03-13,1,2,0,0,A,A,0,No Deposit,Transient,93.6,1
1,68,2017-03-13,1,5,0,0,A,A,0,No Deposit,Transient,98.94,1
1,95,2017-03-13,2,5,0,0,D,D,0,No Deposit,Transient,109.3,1
1,97,2017-03-14,0,2,0,0,A,A,0,Non Refund,Transient,85,0
1,28,2017-03-14,0,3,0,0,A,A,0,No Deposit,Transient-Party,65,0
1,53,2017-03-14,0,3,0,0,A,A,0,No Deposit,Transient-Party,65,0
1,67,2017-03-14,0,3,0,0,D,D,0,No Deposit,Transient,106.2,0
1,53,2017-03-14,0,3,0,0,A,A,0,No Deposit,Transient-Party,65,0
1,53,2017-03-14,0,3,0,0,A,A,0,No Deposit,Transient-Party,65,0
1,259,2017-03-14,0,4,0,0,A,A,0,No Deposit,Transient,85,1
1,50,2017-03-14,0,4,0,0,A,A,0,No Deposit,Transient,74.8,0
1,42,2017-03-15,0,2,0,0,A,A,0,Non Refund,Transient,110,0
1,37,2017-03-15,0,2,0,0,A,A,0,Non Refund,Transient,110,0
1,37,2017-03-15,0,2,0,0,A,A,0,Non Refund,Transient,110,0
1,92,2017-03-15,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,92,2017-03-15,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,92,2017-03-15,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,92,2017-03-15,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,92,2017-03-15,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,92,2017-03-15,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,92,2017-03-15,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,92,2017-03-15,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,59,2017-03-15,0,3,0,0,A,A,0,No Deposit,Transient,102.56,2
1,92,2017-03-15,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,92,2017-03-15,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,92,2017-03-15,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,92,2017-03-15,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,55,2017-03-15,0,3,0,0,A,A,0,No Deposit,Transient,79.2,1
1,107,2017-03-15,2,4,0,0,A,A,0,No Deposit,Transient,91.8,2
1,307,2017-03-15,2,5,0,0,A,A,0,No Deposit,Transient,77.35,0
1,64,2017-03-15,2,8,0,0,D,D,0,No Deposit,Transient,100.3,1
1,615,2017-03-16,0,1,0,0,A,A,0,Non Refund,Transient,59,0
1,615,2017-03-16,0,2,0,0,A,A,0,Non Refund,Transient,62,0
1,615,2017-03-16,0,2,0,0,A,A,0,Non Refund,Transient,62,0
1,615,2017-03-16,0,2,0,0,A,A,0,Non Refund,Transient,62,0
1,0,2017-03-16,0,3,0,0,A,A,0,No Deposit,Transient,0,0
1,3,2017-03-16,0,3,0,0,A,A,0,No Deposit,Transient,118,0
1,3,2017-03-16,0,3,0,0,A,A,0,No Deposit,Transient,118,0
1,246,2017-03-16,0,3,0,0,D,D,0,No Deposit,Transient,122.4,0
1,131,2017-03-16,0,3,0,0,D,D,0,No Deposit,Transient,102.6,3
1,52,2017-03-16,0,3,0,0,A,A,0,No Deposit,Transient,79.2,0
1,86,2017-03-16,0,3,0,0,A,A,0,No Deposit,Transient,97.2,1
1,129,2017-03-16,0,3,0,0,A,A,0,No Deposit,Transient,125.85,1
1,187,2017-03-16,1,3,0,0,A,A,0,No Deposit,Transient,104,0
1,72,2017-03-16,1,3,0,0,A,A,0,No Deposit,Transient,74.8,1
1,72,2017-03-17,0,1,0,0,F,G,0,No Deposit,Transient,160.2,0
1,67,2017-03-17,0,1,0,0,A,A,0,No Deposit,Transient,79.2,0
1,66,2017-03-17,1,2,0,0,A,A,0,No Deposit,Transient,97.2,0
1,66,2017-03-17,1,2,0,0,A,A,0,No Deposit,Transient,79.2,0
1,120,2017-03-17,1,2,0,0,A,A,0,No Deposit,Transient,93.6,2
1,74,2017-03-17,1,2,0,0,A,A,0,No Deposit,Transient,97.2,0
1,60,2017-03-17,1,2,0,0,A,A,0,No Deposit,Transient,79.2,0
1,98,2017-03-17,2,2,0,0,A,A,0,No Deposit,Transient,68,1
1,55,2017-03-17,2,2,0,0,A,A,0,No Deposit,Transient,91.8,0
1,55,2017-03-17,2,2,0,0,A,A,0,No Deposit,Transient,91.8,0
1,69,2017-03-17,2,3,0,0,A,A,0,No Deposit,Transient,68,0
1,161,2017-03-17,2,6,0,0,B,B,1,No Deposit,Transient,89.88,1
1,93,2017-03-18,0,1,0,0,A,A,0,No Deposit,Transient,79.2,2
1,60,2017-03-18,0,1,0,0,A,A,0,No Deposit,Transient,106.2,0
1,64,2017-03-18,2,1,0,0,A,A,0,No Deposit,Transient,97.2,0
1,19,2017-03-19,2,0,0,0,D,D,0,No Deposit,Transient,118,0
1,68,2017-03-19,2,1,0,0,D,D,0,No Deposit,Transient,110.7,0
1,19,2017-03-19,2,2,0,0,D,D,0,No Deposit,Transient,100.3,0
1,26,2017-03-19,2,2,0,0,D,D,0,No Deposit,Transient,100.3,0
1,46,2017-03-20,1,2,0,0,D,D,0,No Deposit,Transient,142.2,0
1,33,2017-03-20,1,3,0,0,A,A,0,No Deposit,Transient,74.8,0
1,117,2017-03-20,1,3,0,0,A,A,0,No Deposit,Transient,74.8,0
1,22,2017-03-20,1,3,0,0,A,A,0,No Deposit,Transient,74.8,0
1,52,2017-03-20,1,4,0,0,A,A,2,No Deposit,Transient,92.88,0
1,76,2017-03-20,1,4,0,0,D,D,0,No Deposit,Transient,100.3,2
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,136,2017-03-21,0,3,0,0,A,A,0,No Deposit,Transient,93.6,1
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,56,2017-03-21,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,18,2017-03-21,0,3,0,0,A,A,0,No Deposit,Transient,88,0
1,0,2017-03-22,0,1,0,0,A,A,0,No Deposit,Transient,12,0
1,1,2017-03-22,0,1,0,0,A,A,0,No Deposit,Transient,89,0
1,20,2017-03-22,0,2,0,0,A,A,0,No Deposit,Transient-Party,98,0
1,46,2017-03-22,0,3,0,0,G,G,0,No Deposit,Transient,231.33,1
1,46,2017-03-22,0,3,0,0,G,G,0,No Deposit,Transient,231.33,1
1,305,2017-03-22,0,4,0,0,B,B,0,No Deposit,Transient,141.14,0
1,42,2017-03-22,0,4,0,0,E,E,0,No Deposit,Transient,127.93,0
1,120,2017-03-22,1,4,0,0,D,D,0,No Deposit,Transient,134.3,0
1,18,2017-03-23,0,1,0,0,A,A,0,No Deposit,Transient,108,1
1,622,2017-03-23,0,1,0,0,A,A,0,Non Refund,Transient,59,0
1,0,2017-03-23,0,1,0,0,A,A,0,No Deposit,Transient,108,0
1,622,2017-03-23,0,2,0,0,A,A,0,Non Refund,Transient,62,0
1,38,2017-03-23,0,2,0,0,A,A,0,No Deposit,Transient,93,0
1,622,2017-03-23,0,2,0,0,A,A,0,Non Refund,Transient,62,0
1,622,2017-03-23,0,2,0,0,A,A,0,Non Refund,Transient,62,0
1,3,2017-03-23,0,2,0,0,D,D,0,No Deposit,Transient,95,0
1,622,2017-03-23,0,2,0,0,A,A,0,Non Refund,Transient,62,0
1,622,2017-03-23,0,2,0,0,A,A,0,Non Refund,Transient,62,0
1,622,2017-03-23,0,2,0,0,A,A,0,Non Refund,Transient,62,0
1,622,2017-03-23,0,2,0,0,A,A,0,Non Refund,Transient,62,0
1,146,2017-03-23,0,3,0,0,A,A,0,No Deposit,Transient,93.6,1
1,100,2017-03-23,1,3,0,0,D,D,0,No Deposit,Transient,100.3,1
1,102,2017-03-23,1,3,0,0,D,D,0,No Deposit,Transient,100.3,1
1,99,2017-03-23,1,3,0,0,D,D,0,No Deposit,Transient,134.3,1
1,111,2017-03-23,1,3,0,0,D,D,0,No Deposit,Transient,100.3,0
1,306,2017-03-23,1,3,0,0,A,A,0,No Deposit,Transient,67.15,2
1,177,2017-03-23,1,3,0,0,A,A,2,No Deposit,Transient,103.7,0
1,102,2017-03-23,1,3,0,0,D,D,0,No Deposit,Transient,134.3,2
1,130,2017-03-23,2,5,0,0,A,A,1,No Deposit,Transient,110,1
1,77,2017-03-24,0,2,0,0,D,D,0,No Deposit,Transient,106.2,0
1,256,2017-03-24,0,2,0,0,A,A,0,No Deposit,Transient,90,0
1,126,2017-03-24,0,2,0,0,A,A,0,No Deposit,Transient,97.2,0
1,39,2017-03-24,1,2,0,0,A,B,1,No Deposit,Transient,91.33,3
1,74,2017-03-24,2,2,0,0,E,E,0,No Deposit,Transient,117.3,2
1,41,2017-03-24,3,7,0,0,E,E,2,No Deposit,Transient,144.98,2
1,6,2017-03-25,0,1,0,0,A,A,0,No Deposit,Transient,98,0
1,278,2017-03-25,2,1,0,0,A,A,0,Non Refund,Transient,90,0
1,278,2017-03-25,2,1,0,0,A,A,0,Non Refund,Transient,90,0
1,278,2017-03-25,2,1,0,0,A,A,0,Non Refund,Transient,90,0
1,278,2017-03-25,2,1,0,0,A,A,0,Non Refund,Transient,90,0
1,145,2017-03-25,2,1,0,0,A,A,0,No Deposit,Transient,93.6,1
1,278,2017-03-25,2,1,0,0,A,A,0,Non Refund,Transient,90,0
1,166,2017-03-25,2,2,0,0,A,A,0,No Deposit,Transient,88.4,1
1,166,2017-03-25,2,2,0,0,A,A,0,No Deposit,Transient,88.4,1
1,166,2017-03-25,2,2,0,0,A,A,0,No Deposit,Transient,88.4,1
1,66,2017-03-26,1,0,0,0,A,A,0,No Deposit,Transient,79.2,0
1,206,2017-03-26,2,1,0,0,A,A,0,No Deposit,Transient-Party,114,0
1,53,2017-03-26,2,1,0,0,D,D,0,No Deposit,Transient,106.2,0
1,56,2017-03-26,2,2,0,0,D,D,0,No Deposit,Transient,100.3,0
1,131,2017-03-26,2,3,0,0,A,A,0,No Deposit,Transient,63.75,0
1,95,2017-03-26,2,3,0,0,A,A,0,No Deposit,Transient,91.8,1
1,170,2017-03-26,2,4,0,0,D,D,0,No Deposit,Transient,96.9,0
1,187,2017-03-26,2,4,0,0,A,A,0,No Deposit,Transient,120.7,1
1,14,2017-03-27,1,0,0,0,A,A,0,No Deposit,Transient,78.4,0
1,6,2017-03-27,1,1,0,0,A,G,0,No Deposit,Transient,108,2
1,47,2017-03-27,1,2,0,0,D,D,0,No Deposit,Transient,115.2,0
1,25,2017-03-27,1,3,0,0,D,D,0,No Deposit,Transient,95,2
1,55,2017-03-27,1,3,0,0,D,D,0,No Deposit,Transient,134.3,0
1,4,2017-03-28,0,1,0,0,D,F,0,No Deposit,Transient,110.7,0
1,41,2017-03-28,0,4,0,0,A,A,0,No Deposit,Transient,83.3,0
1,221,2017-03-28,0,4,0,0,A,A,0,No Deposit,Transient,88.4,0
1,66,2017-03-28,0,5,0,0,A,A,0,No Deposit,Transient,96.84,0
1,19,2017-03-29,0,1,0,0,A,A,0,No Deposit,Transient,98,0
1,57,2017-03-29,0,2,0,0,A,A,0,No Deposit,Transient,97.2,0
1,57,2017-03-29,0,2,0,0,A,A,0,No Deposit,Transient,115.2,0
1,0,2017-03-29,0,3,0,0,A,D,1,No Deposit,Transient,6,0
1,0,2017-03-29,0,3,0,0,A,A,0,No Deposit,Transient,6,0
1,76,2017-03-29,0,4,0,0,E,E,0,No Deposit,Transient,138.15,3
1,56,2017-03-29,1,4,0,0,A,A,0,No Deposit,Transient,101.88,0
1,109,2017-03-30,0,1,0,0,A,A,0,No Deposit,Transient,97.2,2
1,36,2017-03-30,0,1,0,0,A,A,0,No Deposit,Transient,108,0
1,2,2017-03-30,0,1,0,0,A,A,1,No Deposit,Transient,108,0
1,629,2017-03-30,0,2,0,0,A,A,0,Non Refund,Transient,62,0
1,629,2017-03-30,0,2,0,0,A,A,0,Non Refund,Transient,62,0
1,629,2017-03-30,0,2,0,0,A,A,0,Non Refund,Transient,62,0
1,629,2017-03-30,0,2,0,0,A,A,0,Non Refund,Transient,62,0
1,56,2017-03-30,0,3,0,0,A,A,0,No Deposit,Transient,94.8,0
1,56,2017-03-30,0,3,0,0,A,A,0,No Deposit,Transient,85.8,0
1,160,2017-03-30,1,3,0,0,B,B,1,No Deposit,Transient,90.46,2
1,160,2017-03-30,1,3,0,0,B,B,0,No Deposit,Transient,90.46,2
1,60,2017-03-30,1,3,0,0,A,A,0,No Deposit,Transient,104.4,0
1,80,2017-03-31,0,2,0,0,A,A,0,Non Refund,Transient,90,0
1,80,2017-03-31,0,2,0,0,A,A,0,Non Refund,Transient,90,0
1,80,2017-03-31,0,2,0,0,A,A,0,Non Refund,Transient,90,0
1,80,2017-03-31,0,2,0,0,A,A,0,Non Refund,Transient,90,0
1,80,2017-03-31,0,2,0,0,A,A,0,Non Refund,Transient,90,0
1,80,2017-03-31,0,2,0,0,A,A,0,Non Refund,Transient,90,0
1,80,2017-03-31,0,2,0,0,A,A,0,Non Refund,Transient,90,0
1,114,2017-03-31,0,2,0,0,A,A,0,No Deposit,Transient,107.1,1
1,80,2017-03-31,0,2,0,0,A,A,0,Non Refund,Transient,90,0
1,72,2017-03-31,1,2,0,0,A,A,0,No Deposit,Transient,110.4,1
1,74,2017-03-31,1,2,0,0,A,A,0,No Deposit,Transient,92.4,1
1,161,2017-03-31,1,2,0,0,A,A,0,No Deposit,Transient,127.2,0
1,105,2017-03-31,2,2,0,0,A,A,0,No Deposit,Transient,110.7,1
1,241,2017-03-31,2,2,0,0,A,A,2,No Deposit,Transient,99.45,0
1,115,2017-04-01,0,1,0,0,A,A,0,No Deposit,Transient,99,1
1,162,2017-04-01,2,1,0,0,A,A,0,No Deposit,Transient-Party,98,0
1,162,2017-04-01,2,1,0,0,A,A,0,No Deposit,Transient-Party,98,0
1,208,2017-04-01,2,1,0,0,A,A,0,No Deposit,Transient,99,2
1,162,2017-04-01,2,1,0,0,A,A,0,No Deposit,Transient-Party,98,0
1,79,2017-04-01,2,2,0,0,D,D,0,No Deposit,Transient,125.1,0
1,174,2017-04-01,2,2,0,0,A,A,0,No Deposit,Transient,117,2
1,68,2017-04-01,2,5,0,0,D,D,0,No Deposit,Transient,162,0
1,164,2017-04-02,1,0,0,0,A,A,0,No Deposit,Transient,99,2
1,44,2017-04-02,2,0,0,0,A,A,0,No Deposit,Transient,102.6,0
1,77,2017-04-02,2,0,0,0,A,A,0,No Deposit,Transient,108,0
1,27,2017-04-02,2,1,0,0,D,D,0,No Deposit,Transient,150,0
1,73,2017-04-02,2,3,0,0,D,D,2,No Deposit,Transient,162,1
1,129,2017-04-03,1,1,0,0,A,A,0,Non Refund,Transient,100,0
1,44,2017-04-03,1,2,0,0,A,A,0,No Deposit,Transient,130.67,1
1,89,2017-04-03,1,2,0,0,A,A,0,No Deposit,Transient,99,1
1,97,2017-04-03,1,3,0,0,A,A,0,No Deposit,Transient,99,1
1,73,2017-04-03,1,3,0,0,A,A,0,Non Refund,Transient,105,0
1,97,2017-04-03,1,3,0,0,A,A,0,No Deposit,Transient,96.25,2
1,73,2017-04-03,1,3,0,0,A,A,0,Non Refund,Transient,105,0
1,73,2017-04-03,1,3,0,0,A,A,0,Non Refund,Transient,105,0
1,73,2017-04-03,1,3,0,0,A,A,0,Non Refund,Transient,105,0
1,3,2017-04-03,1,3,0,0,A,A,0,No Deposit,Transient,126,0
1,73,2017-04-03,1,3,0,0,A,A,0,Non Refund,Transient,105,0
1,3,2017-04-03,1,3,0,0,A,A,0,No Deposit,Transient,126,0
1,55,2017-04-03,1,4,0,0,A,A,0,No Deposit,Transient,160.2,0
1,57,2017-04-03,1,4,0,0,F,F,0,No Deposit,Transient,277,0
1,372,2017-04-04,0,1,0,0,A,A,0,Non Refund,Transient,90,0
1,112,2017-04-04,0,2,0,0,A,A,0,Non Refund,Transient,95,0
1,112,2017-04-04,0,2,0,0,A,A,0,Non Refund,Transient,95,0
1,112,2017-04-04,0,2,0,0,A,A,0,Non Refund,Transient,95,0
1,112,2017-04-04,0,2,0,0,A,A,0,Non Refund,Transient,95,0
1,112,2017-04-04,0,2,0,0,A,A,0,Non Refund,Transient,95,0
1,112,2017-04-04,0,2,0,0,A,A,0,Non Refund,Transient,95,0
1,112,2017-04-04,0,2,0,0,A,A,0,Non Refund,Transient,95,0
1,61,2017-04-04,0,2,0,0,D,D,1,No Deposit,Transient,162,0
1,90,2017-04-04,0,3,0,0,F,F,0,No Deposit,Transient,189,0
1,44,2017-04-04,0,5,0,0,E,E,2,No Deposit,Transient,169.2,0
1,76,2017-04-04,4,12,0,0,E,E,0,No Deposit,Transient,194.06,3
1,4,2017-04-05,0,1,0,0,A,A,0,No Deposit,Transient,0,0
1,54,2017-04-05,0,2,0,0,A,A,0,Non Refund,Transient,110,0
1,16,2017-04-05,0,2,0,0,E,E,0,No Deposit,Transient,174,0
1,83,2017-04-05,0,2,0,0,A,A,0,No Deposit,Transient,99,0
1,373,2017-04-05,0,3,0,0,A,A,0,Non Refund,Transient,90,0
1,373,2017-04-05,0,3,0,0,A,A,0,Non Refund,Transient,90,0
1,373,2017-04-05,0,3,0,0,A,A,0,Non Refund,Transient,90,0
1,373,2017-04-05,0,3,0,0,A,A,0,Non Refund,Transient,90,0
1,373,2017-04-05,0,3,0,0,A,A,0,Non Refund,Transient,90,0
1,68,2017-04-05,0,4,0,0,A,A,2,No Deposit,Transient-Party,110,0
1,117,2017-04-05,0,4,0,0,A,A,0,Non Refund,Transient,93.5,0
1,117,2017-04-05,0,4,0,0,A,A,0,Non Refund,Transient,93.5,0
1,56,2017-04-05,0,4,0,0,A,A,0,No Deposit,Transient,126,0
1,75,2017-04-05,0,4,0,0,A,A,0,No Deposit,Transient-Party,85,0
1,77,2017-04-05,1,4,0,0,D,D,0,No Deposit,Transient,126,2
1,55,2017-04-05,2,4,0,0,D,D,0,No Deposit,Transient,135,0
1,10,2017-04-06,0,1,0,0,E,E,0,No Deposit,Transient,214,0
1,10,2017-04-06,0,1,0,0,E,E,0,No Deposit,Transient,174,0
1,93,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,95,0
1,69,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,62,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,135,0
1,62,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,135,0
1,62,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,135,0
1,62,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,135,0
1,93,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,95,0
1,62,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,135,0
1,76,2017-04-06,0,3,0,0,D,D,0,No Deposit,Transient,126,0
1,69,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,62,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,135,0
1,93,2017-04-06,0,3,0,0,A,A,0,No Deposit,Transient,117,0
1,62,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,135,0
1,93,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,95,0
1,139,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,95,0
1,62,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,135,0
1,69,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,62,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,135,0
1,62,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,135,0
1,93,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,95,0
1,93,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,95,0
1,69,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,62,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,135,0
1,93,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,69,2017-04-06,0,3,0,0,A,A,0,Non Refund,Transient,85,0
1,60,2017-04-06,1,3,0,0,D,D,1,No Deposit,Transient,126,0
1,150,2017-04-06,1,3,0,0,A,A,0,No Deposit,Transient,117,1
1,190,2017-04-06,2,3,0,0,A,A,0,No Deposit,Transient,88.4,0
1,60,2017-04-07,0,1,0,0,G,G,0,No Deposit,Transient,209.84,1
1,190,2017-04-07,0,2,0,0,A,A,0,No Deposit,Transient,109.8,1
1,118,2017-04-07,0,2,0,0,A,A,0,No Deposit,Transient,117,1
1,190,2017-04-07,0,2,0,0,A,A,0,No Deposit,Transient,99,1
1,144,2017-04-07,1,2,0,0,A,A,0,No Deposit,Transient,117,0
1,92,2017-04-07,1,2,0,0,A,A,0,No Deposit,Transient,99,0
1,236,2017-04-07,1,2,0,0,A,A,0,No Deposit,Transient,109.8,3
1,84,2017-04-07,1,2,0,0,D,D,0,No Deposit,Transient,127.8,0
1,133,2017-04-07,1,2,0,0,A,A,0,No Deposit,Transient,99,0
1,213,2017-04-07,1,2,0,0,B,B,1,No Deposit,Transient,103.05,3
1,105,2017-04-07,2,5,0,0,A,A,0,No Deposit,Transient,136.29,1
1,209,2017-04-08,1,1,0,0,A,A,0,No Deposit,Transient,168,2
1,73,2017-04-08,2,1,0,0,D,D,0,No Deposit,Transient,126,2
1,117,2017-04-08,2,1,0,0,A,A,0,No Deposit,Transient,109.8,1
1,64,2017-04-08,0,1,0,0,A,A,0,No Deposit,Transient,0,0
1,60,2017-04-08,2,1,0,0,A,A,0,No Deposit,Transient,117,1
1,139,2017-04-08,2,2,0,0,A,A,0,No Deposit,Transient,117,0
1,147,2017-04-08,2,2,0,0,A,A,0,No Deposit,Transient,117,1
